id,solution_label,file_name,folder_name,date,Ag 328.068,Ag 338.289,Al 308.215,Al 396.152,As 188.980,As 234.984,B 249.678,B 249.772,Ba 455.403,Ba 493.408,Bi 223.061,Bi 306.771,Ca 317.933,Ca 396.847,Ca 422.673,Cd 214.439,Cd 226.502,Ce 418.659,Ce 446.021,Co 228.615,Co 230.786,Co 231.160,Cr 267.716,Cr 283.563,Cu 324.754,Cu 327.395,Fe 238.204,Fe 259.940,Ga 287.423,Ga 417.204,In 410.176,In 451.131,K 766.491,K 769.897,La 333.749,La 408.671,Li 610.365,Li 670.783,Mg 279.553,Mg 280.270,Mg 285.213,Mn 257.610,Mn 259.372,Mo 281.615,Mo 284.824,Na 568.821,Na 588.995,Na 589.592,Ni 230.299,Ni 231.604,P 213.618,P 214.914,Pb 220.353,Pb 405.781,S 180.669,S 181.972,Sb 206.834,Sb 217.582,Sc 357.253,Sc 361.383,Sn 189.925,Sn 283.998,Sr 407.771,Sr 421.552,Th 283.730,Th 335.123,Th 401.913,Ti 334.941,Ti 337.280,Tl 276.789,Tl 351.923,U 385.957,U 409.013,V 309.310,V 311.837,Y 360.074,Y 371.029,Y 377.433,Yb 328.937,Yb 369.419,Zn 202.548,Zn 213.857,Au 242.794_2,Au 242.794_1,Si 250.690,Si 251.432,Si 251.611,Si 288.158,Cu 213.598,Cu 224.700,Nb 309.417,Nb 313.078,Ta 263.558,Ta 268.517,W 207.912,W 209.475,Mo 202.032,Mo 204.598,Se 203.985,Se 196.026,Au 267.594_2,Pd 340.458,Pt 214.424,Au 267.594_1,Pd 360.955,Pt 306.471,Pt 299.796,Si 288.158_2,Si 288.158_1,Ni 221.648,Zn 213.857_1,Zn 334.502_1,Cr 357.868,Zn 213.857_2,Co 238.892,Cd 228.802,Al 394.401,Sb 231.146,Tl 190.794,Zn 334.502_2,Fe 239.563,Mg 279.800,P 178.222,Pb 280.199,Ga 294.363,In 230.606,V 292.401,Sn 242.950,Sr 216.596,Mn 294.921,Ti 336.122,Li 460.289,Bi 222.821,Zn 334.502
604,CRM BLANK  y,1404-02-29 oes 1186 .csv,oes 4ac,1404/02/29,6.75261,-52.2614,-13.4751,58.0407,12.2609,-8.75422,59.2547,60.6041,-10.3086,-8.73093,149.359,187.535,389.347,459.396,480.147,-7.16853,-10.2372,18.0927,13.1107,-0.533823,-8.78278,0.848252,1.56971,-1.90904,-16.1903,-14.6767,-0.354924,141.139,1.51756,-23.1881,54.0644,-454.69,23.7906,-1240.88,10.3802,13.468,42.375,-7.24943,-3355.8,22.7849,26.0746,7.23627,6.61133,25.0348,30.7392,641.446,212.565,192.503,-13.041,-7.03964,34.7398,6.24525,-2.99621,4.40496,1736.51,1701.0,-8.87127,-12.3251,,6.47691,21.3454,26.341,-3.28511,-7.14539,,,,18.1817,17.258,15.3993,6.34125,,,0.582199,4.36279,1.44736,0.699637,0.601226,0.118595,0.580346,86.6845,81.1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,blnk 1115,1404-02-29 oes 1186 .csv,oes 4ac,1404/02/29,5.81848,-51.4469,-81.46,-0.187675,22.8027,32.675,-7.85056,-7.06935,-11.9474,-10.3382,129.31,158.365,-37.047,-73.6067,12.2366,-7.24942,-10.7372,10.9233,8.25176,-2.3323,-8.31587,1.90594,-8.72144,-12.8754,-17.9769,-16.3428,23.4211,161.993,7.26938,-13.3251,45.6475,-521.224,-12.3095,-2044.21,5.72424,9.03496,41.0976,-7.52683,-3340.92,-20.2875,-14.7202,-6.83434,-7.46795,23.2576,28.7185,501.464,-321.872,-308.103,-19.3242,-10.5658,8.07717,-12.4846,-16.0454,57.8414,160.172,143.3,1.44255,6.24613,,3.2325,589.456,625.171,-6.92594,-10.2185,,,,10.8261,9.67528,-14.9138,-12.6967,,,-0.461366,3.73582,0.625635,0.25819,0.213937,-0.0641705,0.176577,-10.1593,-14.6234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1192 blnk zp v250d25,1404-02-29 oes 1186 .csv,oes 4ac,1404/02/29,221.451,-6955.29,-4711.21,5055.79,1804.13,3212.98,1086330.0,1090220.0,-518.38,-323.204,16574.2,19380.2,-10616.5,-15340.4,-4507.7,-900.552,-1322.04,1351.47,694.086,-112.211,-1282.45,192.116,-1156.53,-1654.45,-2364.89,-2126.2,-17041.8,1617.63,-338.705,-1907.73,5439.88,-58716.8,36.4144,-171670.0,716.079,1156.37,5018.69,-672.958,-415638.0,-2592.41,-1871.95,-888.208,-973.06,2632.64,3600.74,16273000.0,14734800.0,14539600.0,-2559.28,-1466.64,-383.453,1804.14,-2615.48,3720.27,7816.64,3159.96,20.4783,-214.183,,347.924,2508.55,3464.79,-785.092,-1200.35,,,,586.374,399.782,260.788,2405.4,,,-48.9343,437.372,31.5902,33.5104,26.9498,-12.2272,36.7862,-1390.93,-1999.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1185 blnk h2o,1404-02-29 oes 1186 .csv,oes 4ac,1404/02/29,0.516425,-10.058,-10.804,4.21132,0.54768,3.52529,-2.00413,-1.83525,-1.85144,-1.5573,25.2245,30.9691,-4.05478,-11.8875,3.27658,-1.27875,-1.97302,1.86113,1.6873,-0.25638,-1.70434,0.519555,-1.55757,-2.31163,-1.63337,-1.555,15.7299,40.5451,0.834615,-4.64969,12.6747,-78.3763,-0.00242859,-249.06,1.17285,1.63742,7.66883,-1.20162,-613.758,0.910727,1.60149,-0.933629,-1.00843,3.89835,5.20142,132.889,-10.9301,-14.7171,-3.48791,-1.85418,59.2995,52.2276,-1.61528,-6.16462,27.0073,12.9136,-2.82056,0.801078,,0.550743,11.0289,2.84004,-1.28064,-1.89683,,,,4.65281,4.94328,9.15763,0.889573,,,-0.0509212,0.867541,0.0835884,0.0456174,0.0655857,-0.0150136,0.0383049,-1.64971,-2.82269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Blank,1404-02-30 1186 NB TA W.csv,oes 4ac,1404/02/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,blnk 1186 HF,1404-02-30 1186 NB TA W.csv,oes 4ac,1404/02/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0244,41.6407,117.205,109.688,46.7917,60.4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Blank,1404-02-30 1204 1113(661-840) 1190.csv,oes 4ac,1404/02/30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,CRM BLANK  y,1404-02-30 1204 1113(661-840) 1190.csv,oes 4ac,1404/02/30,0.242703,8.14884,72.4783,191.065,48.5893,25.5728,76.8507,77.1011,-3.75599,-4.59721,145.47,150.851,286.62,446.192,423.139,-3.95363,-1.92102,15.114,13.5393,-6.84798,-4.20337,-5.28966,5.96817,12.4673,-4.60349,-4.33388,78.5617,220.793,2.28832,-8.09662,40.8467,197.992,46.5763,-54.0659,11.2636,12.9009,69.7753,-3.87787,-3152.63,57.3461,55.241,13.1027,13.4658,31.9427,32.9627,2465.15,356.848,23.265,0.0990646,-5.2348,17.2551,-102.164,3.75786,43.6603,1653.17,1812.1,-6.89111,-4.83458,0.377395,2.24854,19.5256,26.3979,-2.75074,-5.43584,,,,1.33305,23.7425,-1.63266,-2.04628,,,9.07086,4.11032,0.520874,0.66781,0.192021,0.160732,0.472008,94.054,92.8569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,BLNK  TIZ,1404-02-30 1204 1113(661-840) 1190.csv,oes 4ac,1404/02/30,-3.21601,3.82967,-214.644,28.705,81.8872,11.743,22.1638,28.6979,-8.45987,-9.82254,259.984,216.335,62.894,480.16,311.117,-9.93291,-5.75816,19.5502,24.0295,-11.715,-8.41081,-11.8745,-10.4081,1.26258,-11.8546,-12.6387,-214.575,88.3632,12.3311,-26.5458,81.2191,417.421,23.533,-300.73,13.2333,18.3192,146.184,-2.02183,-6448.84,15.0428,6.34171,-8.29816,-7.78795,51.3549,54.391,4475.86,-364.688,-991.977,-13.745,-12.3424,12.3564,-223.28,-9.93491,13.7899,28.5865,179.805,-15.3138,-12.8507,-7.10969,1.2984,463.549,465.224,-5.86748,-11.294,,,,-26.8456,18.895,68.6559,-44.8419,,,19.4635,6.45638,0.691055,0.835897,-0.176281,-0.174544,0.390738,-0.213839,-1.91642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,BLNK NIT,1404-02-30 1204 1113(661-840) 1190.csv,oes 4ac,1404/02/30,-29329.1,11764.2,-1149950.0,6934.79,139311.0,-87439.5,90722.4,105855.0,-23630.3,-31913.4,1202230.0,1204570.0,-1558760.0,-603764.0,-103579.0,-46485.4,-31423.2,103780.0,104097.0,-70142.1,-35083.3,-67244.4,-47959.0,8839.77,-68557.3,-64697.0,-1240940.0,282886.0,54322.9,-90926.3,80763.3,2348670.0,183191.0,1960420.0,63219.3,88227.9,706858.0,-10747.7,-32415900.0,-62380.9,-64050.4,-44308.6,-43091.3,244160.0,271173.0,22483000.0,-1368090.0,-5028840.0,-89227.0,-55806.9,-34676.9,-1499220.0,-162827.0,492540.0,202515.0,407544.0,-123157.0,4029.3,-17199.5,5424.83,130999.0,192258.0,-54549.4,-82205.0,,,,-156570.0,79119.2,6451.16,72345.7,,,94680.3,38774.5,2252.51,4677.22,-1734.63,-306.793,1475.79,-47043.4,-57499.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Blank,1404-02-31 OES   1210   1113(841-960)  1083CUO  2663JM(4570-4629)  1013(26)ZP  1200  1199  1197   1196  1201  .csv,oes 4ac,1404/02/31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,CRM BLANK  y,1404-02-31 OES   1210   1113(841-960)  1083CUO  2663JM(4570-4629)  1013(26)ZP  1200  1199  1197   1196  1201  .csv,oes 4ac,1404/02/31,-9.15142,-5.2321,-301.89,229.891,15.5849,58.2845,73.2748,72.7178,0.518752,-0.429727,26.3982,118.884,366.862,-185.982,701.857,-17.0892,-3.94794,25.9429,23.162,1.00377,-1.30651,-5.40612,9.5876,16.7318,-17.6906,6.05792,73.1629,252.925,10.6764,28.0934,32.0563,-53.4657,53.1391,-168.554,18.9148,5.90925,77.0413,-6.83827,-2405.97,-687.897,54.4453,10.658,12.8103,34.2696,40.741,1599.63,-44.8692,-132.094,-14.1516,-11.8715,16.5943,-11.8402,-1.0453,34.3081,1713.26,1831.38,16.0684,-7.83921,1.83445,2.98849,23.3903,52.9101,-11.9978,-3.46697,,,,19.4201,26.0829,59.7793,36.6388,,,-4.82145,0.0217462,1.65188,1.14803,0.904393,0.332197,0.681205,94.0925,91.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,BLANK CRM (CUO),1404-02-31 OES   1210   1113(841-960)  1083CUO  2663JM(4570-4629)  1013(26)ZP  1200  1199  1197   1196  1201  .csv,oes 4ac,1404/02/31,-2.37852,-2.12568,-102.239,4.1515,6.68296,11.52,10.6947,10.4713,-0.239003,-0.436198,0.725322,14.2863,-30.4134,-172.594,35.4919,-3.47658,-0.962125,3.42422,3.37543,-0.108323,0.494869,-0.646854,2.08659,3.63395,-3.19472,1.70458,4.77491,41.9511,3.49538,5.13828,-8.05353,-16.8054,6.52641,-167.4,2.35243,0.0932231,15.632,-1.74038,-499.841,-154.258,-3.05292,-1.12029,-0.652381,5.45988,7.16578,263.131,-60.2867,-75.3563,-1.27943,-1.05271,10.801,10.4105,-2.58671,4.31764,639414.0,855726.0,-0.338011,-0.350144,-0.0392437,0.388412,7.07694,11.5236,-3.03924,-1.31366,,,,0.679258,2.16219,15.3284,1.33486,,,-1.08192,-0.358184,0.117991,0.0520594,0.00654148,-0.0836866,0.00118942,-0.279708,-2.03416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,BLANK ZGH D25 V D25,1404-02-31 OES   1210   1113(841-960)  1083CUO  2663JM(4570-4629)  1013(26)ZP  1200  1199  1197   1196  1201  .csv,oes 4ac,1404/02/31,-1975.03,-1288.74,-65775.6,1395.58,451.17,7131.55,-390.561,-249.191,-377.581,-491.552,16.0035,-894.21,-22141.2,-113539.0,19892.7,-2220.91,-648.377,2420.24,1755.83,5.33535,-146.597,-956.388,-275.614,749.013,-2478.24,566.377,-15037.4,9400.43,2247.54,2886.08,6963.12,-6182.34,-1528.58,-96445.0,1461.75,45.9091,9616.5,-869.341,-313070.0,-97311.3,-2313.26,-952.886,-686.488,2879.72,3788.12,16491700.0,10192500.0,10357600.0,-2721.11,-2207.57,-206.819,2210.9,-3648.04,2940.44,-4298.38,6615.6,-2584.41,266.75,-122.336,88.4425,1636.69,3954.36,-1954.01,-872.785,,,,392.629,1214.14,61.9289,425.38,,,-646.496,-208.425,75.3334,16.1072,-13.4351,-36.002,-15.3628,-756.112,-1922.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Blank,1404-03-1 1182 1207 1215   1203 1113 tek.csv,oes 4ac,1404/03/01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,CRM BLANK  y,1404-03-1 1182 1207 1215   1203 1113 tek.csv,oes 4ac,1404/03/01,-10.4608,-0.689812,70.9604,188.924,19.8584,48.4244,32.7138,34.1127,-2.55065,-4.56898,157.037,148.626,183.163,416.472,334.95,-9.13303,-7.2028,4.51915,16.2204,-2.29617,-0.95118,0.689555,20.9139,31.5406,-4.64681,-7.62163,-126.216,224.304,-4.85525,3.52689,-58.8686,-112.407,62.0026,-559.776,11.6581,13.0629,71.3971,-3.56466,-3791.01,77.7056,72.6497,1.39715,0.520867,15.3869,29.7459,2958.04,-147.46,171.459,-3.23328,-0.72634,7.91921,35.9933,-9.81782,77.171,441.463,456.352,-17.2044,29.538,7.19853,6.96026,35.6688,48.7706,-3.0314,1.74803,-222.664,26.152,-533.909,33.3542,36.1765,131.157,-20.6362,-89.9099,-9.13344,-2.12253,4.15494,2.47403,2.03573,1.83434,1.998,1.84769,19.0658,16.2735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,blank-1215,1404-03-1 1182 1207 1215   1203 1113 tek.csv,oes 4ac,1404/03/01,-2.16793,0.0208887,-15.6245,12.494,3.18454,4.74866,-1.76345,-1.1629,-0.918748,-1.34613,20.457,31.7857,-26.9224,-1.23208,-3.11262,-1.86892,-1.5018,0.189063,2.33272,-0.522326,-0.450602,-0.138258,-1.22003,1.00755,-1.20994,-1.6608,-18.8448,50.3148,-1.23128,-2.02865,-9.41861,-26.7156,-2.9986,-188.388,1.25236,1.80992,14.5344,-1.06489,-783.495,-0.183162,-1.09817,-0.603066,-0.802082,2.03324,4.55202,792.944,-94.4283,-8.2062,-1.468,-0.696477,2.86162,0.415751,-2.21336,8.00306,13.4177,-4.03605,-2.92557,-0.690972,0.169502,0.134778,2.95287,3.9799,-1.0115,-0.0864277,76.067,4.6241,-84.8165,5.93162,6.80026,23.0397,-3.41462,0.648649,1.75288,-0.311184,0.642028,0.12629,0.0841046,0.015998,0.0686169,0.0261905,-1.18157,-1.84996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Blank,1404-03-1 mix 2 (200ppb).csv,oes 4ac,1404/03/01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,CRM BLANK  y,1404-03-1 mix 2 (200ppb).csv,oes 4ac,1404/03/01,-10.4608,-0.689812,70.9604,188.924,19.8584,48.4244,32.7138,34.1127,-2.55065,-4.56898,157.037,148.626,183.163,416.472,334.95,-9.13303,-7.2028,4.51915,16.2204,-2.29617,-0.95118,0.689555,20.9139,31.5406,-4.64681,-7.62163,-126.216,224.304,-4.85525,3.52689,-58.8686,-112.407,62.0026,-559.776,11.6581,13.0629,71.3971,-3.56466,-3791.01,77.7056,72.6497,1.39715,0.520867,15.3869,29.7459,2958.04,-147.46,171.459,-3.23328,-0.72634,7.91921,35.9933,-9.81782,77.171,441.463,456.352,-17.2044,29.538,7.19853,6.96026,35.6688,48.7706,-3.0314,1.74803,-222.664,26.152,-533.909,33.3542,36.1765,131.157,-20.6362,-89.9099,-9.13344,-2.12253,4.15494,2.47403,2.03573,1.83434,1.998,1.84769,19.0658,16.2735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Blank,1404-03-010 oes  1038 ret 1225.csv,oes 4ac,1404/03/01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,CRM BLANK  y,1404-03-010 oes  1038 ret 1225.csv,oes 4ac,1404/03/01,134.004,14.4286,131.758,220.064,14.4748,-47.5537,44.4574,39.3487,-0.198493,-0.937252,-7.52273,33.8804,30.219,281.128,269.482,-6.24087,-2.7108,19.701,5.12367,-2.06994,-0.828225,0.37886,26.3331,21.8974,-7.17329,-4.53945,-115.823,206.864,0.679358,1.05157,0.900096,162.928,86.7721,-1504.89,10.9625,9.00167,63.6756,2.95502,-2958.3,85.0156,76.2031,2.51811,2.42172,18.2314,24.7905,754.582,180.614,57.4962,-4.53905,6.84807,16.6494,25.6496,24.7024,73.811,374.984,324.619,8.9128,31.971,2.61761,2.79578,29.6256,47.0164,-6.4419,-6.23984,,,,33.2954,30.7231,-5.22345,5.92373,,,1.83666,3.48911,0.97319,0.455703,0.698676,0.612733,0.686846,11.699,9.55499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,CRM BLANK  R,1404-03-010 oes  1038 ret 1225.csv,oes 4ac,1404/03/01,125.925,6.45715,21.7039,115.561,31.1381,-60.2354,73.3866,70.1361,-0.75512,-1.5105,3.41332,36.3535,-166.203,35.2852,60.1208,-6.31854,-2.93416,15.0351,7.47934,-1.89265,0.760113,0.791387,-0.723813,-6.10497,-6.77978,-5.13589,-188.996,136.594,-3.66646,-16.577,24.4671,153.147,25.9583,-1549.15,8.82516,7.76551,64.4749,4.77108,-3052.58,21.7258,16.8779,0.36382,0.307421,14.0339,23.1395,1352.31,87.2829,10.2293,-6.34364,2.43219,8.09127,49.3502,0.592667,59.667,66.3792,14.691,-4.94455,30.0974,-0.961312,0.202887,24.2597,25.0198,-6.68355,-6.51105,,,,17.1212,14.2381,8.27159,-0.577621,,,1.6224,1.90828,0.455128,0.0767555,0.198659,0.000288638,0.0284433,2.83841,-1.29119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,blank zp V: 500,1404-03-010 oes  1038 ret 1225.csv,oes 4ac,1404/03/01,31691.7,-98.0175,-22184.3,-478.734,2515.52,-8379.32,10656.7,9235.27,-975.064,-1130.48,-1912.01,9643.95,-71456.7,-17187.8,-12546.4,-963.696,-744.12,3708.97,1442.79,-209.233,1298.27,-107.967,-1293.97,-2647.93,-2409.33,-1862.05,-94888.0,-11762.8,-1135.31,89.549,7698.65,224527.0,1576.75,-407100.0,2176.35,1617.85,15983.5,975.751,-774156.0,-1917.1,-2926.44,-81.8369,-159.104,3319.63,5028.15,15923700.0,14760700.0,13401300.0,1632080.0,1511370.0,267.175,51214.7,683.934,2088.4,79262.0,63056.8,-2351.39,5588.28,-420.147,83.1703,333.085,5274.35,-1936.59,-1888.32,,,,1760.46,1091.85,4944.04,-1804.8,,,371.328,575.666,84.855,20.6554,10.4954,12.4294,3.04434,-640.317,7240.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,blank zp V: 250,1404-03-010 oes  1038 ret 1225.csv,oes 4ac,1404/03/01,31071.2,1899.11,-23153.5,-11.0867,376.49,-7131.54,9475.67,8948.94,-974.845,-1129.25,-2841.6,10147.5,-77519.5,-26723.4,-17909.7,-1511.36,-674.344,3291.67,1060.2,-205.546,3298.58,-250.085,-1075.22,-2452.64,-2134.64,-1617.07,-92716.8,-9326.51,-2347.8,436.567,13975.4,41226.3,569.264,-365507.0,2178.72,1786.65,16228.6,805.758,-774290.0,-2171.97,-3062.33,-407.242,-499.171,3486.83,4938.35,31264900.0,28752100.0,26998800.0,3049860.0,2839170.0,-363.171,842.989,2324.26,6338.31,29774.2,33447.5,417.981,5536.74,-362.814,100.521,2786.34,3526.89,-1977.52,-1949.12,,,,3456.57,2612.32,9166.19,1386.52,,,405.876,396.286,109.522,-3.27847,1.00647,7.016,-15.954,-715.248,14396.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Blank,1404-03-010 oes 1113-105 gm .csv,oes 4ac,1404/03/01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,CRM BLANK  y,1404-03-010 oes 1113-105 gm .csv,oes 4ac,1404/03/01,134.004,14.4286,131.758,220.064,14.4748,-47.5537,44.4574,39.3487,-0.198493,-0.937252,-7.52273,33.8804,30.219,281.128,269.482,-6.24087,-2.7108,19.701,5.12367,-2.06994,-0.828225,0.37886,26.3331,21.8974,-7.17329,-4.53945,-115.823,206.864,0.679358,1.05157,0.900096,162.928,86.7721,-1504.89,10.9625,9.00167,63.6756,2.95502,-2958.3,85.0156,76.2031,2.51811,2.42172,18.2314,24.7905,754.582,180.614,57.4962,-4.53905,6.84807,16.6494,25.6496,24.7024,73.811,374.984,324.619,8.9128,31.971,2.61761,2.79578,29.6256,47.0164,-6.4419,-6.23984,,,,33.2954,30.7231,-5.22345,5.92373,,,1.83666,3.48911,0.97319,0.455703,0.698676,0.612733,0.686846,11.699,9.55499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,CRM BLANK  R,1404-03-010 oes 1113-105 gm .csv,oes 4ac,1404/03/01,125.925,6.45715,21.7039,115.561,31.1381,-60.2354,73.3866,70.1361,-0.75512,-1.5105,3.41332,36.3535,-166.203,35.2852,60.1208,-6.31854,-2.93416,15.0351,7.47934,-1.89265,0.760113,0.791387,-0.723813,-6.10497,-6.77978,-5.13589,-188.996,136.594,-3.66646,-16.577,24.4671,153.147,25.9583,-1549.15,8.82516,7.76551,64.4749,4.77108,-3052.58,21.7258,16.8779,0.36382,0.307421,14.0339,23.1395,1352.31,87.2829,10.2293,-6.34364,2.43219,8.09127,49.3502,0.592667,59.667,66.3792,14.691,-4.94455,30.0974,-0.961312,0.202887,24.2597,25.0198,-6.68355,-6.51105,,,,17.1212,14.2381,8.27159,-0.577621,,,1.6224,1.90828,0.455128,0.0767555,0.198659,0.000288638,0.0284433,2.83841,-1.29119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
